timestamp,elapsed_s,bottle_psi,tank_psi,chamber_psi,loadcell_kg,gse_fill,gse_relief,gse_dump,rkt_ox,rkt_fuel,rkt_relief,rkt_dump,rkt_ign
2026-03-27 20:34:54.934,0.177,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:55.013,0.257,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:55.125,0.369,1151,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:55.177,0.420,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:55.349,0.592,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:55.398,0.641,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:55.495,0.738,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:55.589,0.833,1151,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:55.685,0.928,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:55.733,0.977,1151,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:55.893,1.136,1151,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:55.989,1.232,1151,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:56.086,1.329,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:56.213,1.457,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:56.309,1.552,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:56.485,1.728,1151,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:56.565,1.809,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:56.662,1.905,1153,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:56.741,1.984,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:56.885,2.128,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:56.949,2.192,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:57.061,2.304,1151,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:57.173,2.416,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:57.333,2.576,1151,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:57.367,2.611,1153,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:57.494,2.737,1151,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:57.512,2.756,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:57.654,2.897,1151,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:57.718,2.961,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:57.893,3.136,1152,-5,11,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:57.973,3.217,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:58.070,3.313,1153,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:58.181,3.424,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:58.293,3.536,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:58.374,3.617,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:58.534,3.777,1151,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:58.582,3.825,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:58.661,3.904,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:58.805,4.048,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:58.966,4.209,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:59.142,4.385,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:59.334,4.577,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:59.349,4.592,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:59.477,4.721,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:59.493,4.736,1152,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:59.558,4.801,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:59.637,4.880,1151,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:59.829,5.072,1151,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:59.831,5.074,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:59.846,5.089,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:34:59.973,5.216,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:35:00.117,5.360,1151,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 20:35:00.229,5.473,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:35:00.373,5.617,1152,-5,15,0,0,0,0,0,0,1,0,0
2026-03-27 20:35:00.485,5.728,1152,-5,14,0,0,0,0,0,0,1,0,0
