timestamp,elapsed_s,bottle_psi,tank_psi,chamber_psi,loadcell_lbs,gse_fill,gse_relief,gse_dump,rkt_ox,rkt_fuel,rkt_relief,rkt_dump,rkt_ign
2026-03-28 14:14:46.753,0.098,-3,4,0,-63.38,0,0,0,0,0,0,0,0
2026-03-28 14:14:46.800,0.145,-3,5,0,-64.25,0,0,0,0,0,0,0,0
2026-03-28 14:14:46.914,0.259,0,4,-2,-62.14,0,0,0,0,0,0,0,0
2026-03-28 14:14:46.930,0.275,-2,5,0,-61.28,0,0,0,0,0,0,0,0
2026-03-28 14:14:47.089,0.433,-3,5,0,-66.1,0,0,0,0,0,0,0,0
2026-03-28 14:14:47.169,0.514,-3,4,0,-63.57,0,0,0,0,0,0,0,0
2026-03-28 14:14:47.217,0.562,-3,2,0,-61.25,0,0,0,0,0,0,0,0
2026-03-28 14:14:47.314,0.658,-3,5,0,-64.21,0,0,0,0,0,0,0,0
2026-03-28 14:14:47.361,0.706,-3,5,0,-67.48,0,0,0,0,0,0,0,0
2026-03-28 14:14:47.393,0.738,-3,2,0,-61.82,0,0,0,0,0,0,0,0
2026-03-28 14:14:47.521,0.866,0,2,0,-63.48,0,0,0,0,0,0,0,0
2026-03-28 14:14:47.634,0.978,-3,2,0,-66.27,0,0,0,0,0,0,0,0
2026-03-28 14:14:47.745,1.090,0,5,0,-64.47,0,0,0,0,0,0,0,0
2026-03-28 14:14:47.825,1.170,0,2,0,-61.96,0,0,0,0,0,0,0,0
2026-03-28 14:14:47.905,1.250,0,4,0,-62.57,0,0,0,0,0,0,0,0
2026-03-28 14:14:47.970,1.315,-3,5,0,-66.13,0,0,0,0,0,0,0,0
2026-03-28 14:14:48.049,1.394,-3,2,0,-63.35,0,0,0,0,0,0,0,0
2026-03-28 14:14:48.113,1.458,-3,2,-2,-61.44,0,0,0,0,0,0,0,0
2026-03-28 14:14:48.161,1.506,-3,4,0,-65.09,0,0,0,0,0,0,0,0
2026-03-28 14:14:48.272,1.617,-3,2,0,-65.14,0,0,0,0,0,0,0,0
2026-03-28 14:14:48.385,1.730,-3,2,0,-60.29,0,0,0,0,0,0,0,0
2026-03-28 14:14:48.433,1.778,-3,4,0,-62.69,0,0,0,0,0,0,0,0
2026-03-28 14:14:48.513,1.857,-3,2,0,-62.77,0,0,0,0,0,0,0,0
2026-03-28 14:14:48.577,1.922,-3,2,0,-61.41,0,0,0,0,0,0,0,0
2026-03-28 14:14:48.672,2.017,0,2,0,-64.13,0,0,0,0,0,0,0,0
2026-03-28 14:14:48.785,2.129,-3,5,0,-65.18,0,0,0,0,0,0,0,0
2026-03-28 14:14:48.833,2.178,-3,4,0,-61.43,0,0,0,0,0,0,0,0
2026-03-28 14:14:48.929,2.274,0,4,0,-64.41,0,0,0,0,0,0,0,0
2026-03-28 14:14:49.009,2.354,0,5,0,-66.16,0,0,0,0,0,0,0,0
2026-03-28 14:14:49.041,2.386,-3,2,0,-63.58,0,0,0,0,0,0,0,0
2026-03-28 14:14:49.137,2.482,-3,4,0,-63.85,0,0,0,0,0,0,0,0
2026-03-28 14:14:49.233,2.578,-3,5,0,-61.74,0,0,0,0,0,0,0,0
2026-03-28 14:14:49.313,2.658,0,2,0,-67.81,0,0,0,0,0,0,0,0
2026-03-28 14:14:49.345,2.690,0,2,0,-61.62,0,0,0,0,0,0,0,0
2026-03-28 14:14:49.473,2.818,0,2,0,-60.61,0,0,0,0,0,0,0,0
2026-03-28 14:14:49.505,2.850,0,2,0,-63.44,0,0,0,0,0,0,0,0
2026-03-28 14:14:49.649,2.993,-3,1,0,-64.2,0,0,0,0,0,0,0,0
2026-03-28 14:14:49.681,3.026,-3,2,0,-66.28,0,0,0,0,0,0,0,0
2026-03-28 14:14:49.746,3.090,-3,2,0,-61.53,0,0,0,0,0,0,0,0
2026-03-28 14:14:49.857,3.202,-3,5,0,-61.35,0,0,0,0,0,0,0,0
