timestamp,elapsed_s,bottle_psi,tank_psi,chamber_psi,loadcell_kg,gse_fill,gse_relief,gse_dump,rkt_ox,rkt_fuel,rkt_relief,rkt_dump,rkt_ign
2026-03-27 20:54:52.714,0.194,1154,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:52.732,0.212,1152,-6,11,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:52.826,0.306,1152,-5,11,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:52.894,0.374,1152,-5,13,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:52.971,0.451,1152,-5,11,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:53.050,0.530,1153,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:53.178,0.658,1154,-6,13,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:53.306,0.786,1154,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:53.309,0.789,1153,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:53.466,0.946,1153,-6,11,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:53.610,1.090,1153,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:53.706,1.186,1154,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:53.787,1.266,1153,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:53.788,1.268,1152,-6,10,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:53.898,1.378,1153,-5,11,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:53.994,1.474,1153,-6,13,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:54.091,1.571,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:54.234,1.714,1153,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:54.346,1.826,1152,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:54.458,1.938,1153,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:54.486,1.966,1154,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:54.619,2.099,1152,-6,13,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:54.715,2.195,1153,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:54.778,2.258,1153,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:54.938,2.418,1153,-6,13,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:55.066,2.546,1154,-6,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:55.194,2.674,1153,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:55.242,2.722,1153,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:55.371,2.850,1153,-5,13,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:55.418,2.898,1153,-6,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:55.674,3.154,1152,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:55.722,3.202,1153,-6,13,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:55.818,3.298,1153,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:55.962,3.442,1152,-6,10,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:56.122,3.602,1153,-5,11,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:56.203,3.683,1154,-6,11,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:56.362,3.842,1154,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:56.458,3.938,1153,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:56.474,3.954,1153,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:56.634,4.114,1152,-5,11,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:56.698,4.178,1152,-5,11,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:56.780,4.260,1152,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:56.986,4.466,1153,-6,13,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:57.018,4.498,1153,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 20:54:57.162,4.642,1153,-6,13,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:57.290,4.770,1153,-6,10,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:57.386,4.866,1153,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:57.514,4.994,1153,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:57.642,5.122,1151,-6,13,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:57.738,5.218,1154,-5,11,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:57.802,5.282,1151,-6,13,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:57.930,5.410,1153,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:58.010,5.490,1154,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:58.106,5.586,1153,-5,11,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:58.283,5.763,1152,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:58.330,5.810,1153,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:58.442,5.922,1153,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:58.570,6.050,1152,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:58.665,6.145,1153,-5,13,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:58.794,6.274,1153,-6,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:58.875,6.355,1153,-5,11,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:58.970,6.450,1153,-5,12,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:59.034,6.514,1154,-5,12,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:59.035,6.515,1152,-6,13,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:59.178,6.658,1153,-5,12,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:59.291,6.771,1153,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:59.418,6.898,1152,-5,12,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:59.530,7.009,1152,-6,13,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:59.562,7.042,1153,-6,13,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:59.658,7.138,1153,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:59.803,7.282,1152,-6,13,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:59.882,7.362,1153,-5,13,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:59.899,7.379,1153,-5,12,0,0,1,0,0,0,0,0,0
2026-03-27 20:54:59.995,7.475,1153,-6,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:00.106,7.586,1153,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:00.251,7.731,1153,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:00.346,7.826,1153,-6,13,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:00.458,7.938,1154,-5,11,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:00.602,8.082,1152,-5,13,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:00.746,8.226,1152,-5,11,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:00.826,8.306,1152,-6,13,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:00.874,8.354,1152,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:01.002,8.482,1153,-5,12,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:01.113,8.593,1153,-5,11,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:01.194,8.674,1153,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:01.310,8.790,1154,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:01.482,8.962,1154,-5,14,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:01.642,9.122,1153,-5,12,0,0,1,0,0,0,0,0,0
2026-03-27 20:55:01.754,9.234,1152,-5,13,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:01.850,9.330,1153,-5,12,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:01.866,9.345,1152,-5,11,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:01.946,9.426,1153,-5,12,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:02.058,9.538,1154,-6,13,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:02.154,9.634,1152,-5,14,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:02.267,9.747,1152,-5,11,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:02.282,9.762,1152,-6,10,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:02.442,9.922,1152,-6,13,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:02.586,10.066,1153,-5,14,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:02.634,10.114,1153,-5,14,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:02.778,10.258,1153,-5,11,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:02.922,10.402,1153,-5,14,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:02.954,10.434,1153,-6,13,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:03.066,10.546,1153,-5,14,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:03.242,10.722,1152,-5,11,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:03.273,10.753,1154,-5,14,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:03.386,10.866,1152,-5,14,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:03.561,11.041,1152,-5,12,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:03.610,11.090,1153,-5,12,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:03.770,11.250,1153,-5,14,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:03.913,11.393,1154,-5,14,0,1,1,0,0,0,0,0,0
2026-03-27 20:55:03.979,11.459,1153,-5,14,0,1,0,0,0,0,0,0,0
2026-03-27 20:55:04.090,11.570,1153,-5,14,0,1,0,0,0,0,0,0,0
2026-03-27 20:55:04.170,11.649,1153,-6,10,0,1,0,0,0,0,0,0,0
2026-03-27 20:55:04.234,11.714,1153,-5,12,0,1,0,0,0,0,0,0,0
2026-03-27 20:55:04.362,11.842,1152,-5,13,0,1,0,0,0,0,0,0,0
2026-03-27 20:55:04.508,11.988,1152,-5,14,0,1,0,0,0,0,0,0,0
2026-03-27 20:55:04.634,12.114,1152,-5,12,0,1,0,0,0,0,0,0,0
2026-03-27 20:55:04.637,12.117,1153,-5,12,0,1,0,0,0,0,0,0,0
2026-03-27 20:55:04.778,12.258,1153,-6,11,0,1,0,0,0,0,0,0,0
2026-03-27 20:55:04.874,12.354,1153,-6,11,0,1,0,0,0,0,0,0,0
2026-03-27 20:55:04.954,12.434,1153,-6,13,0,1,0,0,0,0,0,0,0
2026-03-27 20:55:05.066,12.546,1153,-5,12,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:05.194,12.674,1152,-5,13,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:05.306,12.786,1153,-5,14,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:05.465,12.945,1153,-6,10,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:05.546,13.026,1153,-5,14,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:05.594,13.073,1154,-5,11,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:05.705,13.185,1152,-5,14,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:05.738,13.218,1153,-6,13,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:05.913,13.393,1153,-5,11,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:06.057,13.537,1152,-6,12,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:06.090,13.569,1153,-6,10,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:06.250,13.730,1152,-5,13,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:06.346,13.826,1154,-5,11,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:06.442,13.921,1153,-6,13,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:06.506,13.985,1153,-5,11,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:06.633,14.113,1153,-6,11,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:06.635,14.115,1154,-6,13,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:06.636,14.116,1154,-6,12,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:06.794,14.274,1154,-5,14,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:06.921,14.401,1152,-5,14,0,1,0,1,0,0,0,0,0
2026-03-27 20:55:06.986,14.466,1152,-6,13,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:07.081,14.561,1153,-6,13,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:07.226,14.706,1153,-5,11,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:07.257,14.737,1153,-6,14,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:07.465,14.945,1153,-6,13,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:07.497,14.977,1152,-6,13,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:07.610,15.090,1153,-5,10,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:07.626,15.106,1153,-6,13,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:07.737,15.217,1153,-6,13,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:07.758,15.238,1153,-6,13,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:07.759,15.239,1152,-5,0,0,0,0,0,0,0,0,0,0
2026-03-27 20:55:07.765,15.245,1153,-5,11,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:07.918,15.398,1153,-5,14,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:07.981,15.461,1153,-5,11,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:08.057,15.537,1153,-5,14,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:08.169,15.649,1153,-5,12,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:08.317,15.797,1152,-5,13,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:08.395,15.875,1152,-5,14,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:08.554,16.033,1152,-5,13,0,1,1,1,0,0,0,0,0
2026-03-27 20:55:08.650,16.130,1152,-6,13,0,1,1,1,0,0,0,0,0
