timestamp,elapsed_s,bottle_psi,tank_psi,chamber_psi,loadcell_kg,gse_fill,gse_relief,gse_dump,rkt_ox,rkt_fuel,rkt_relief,rkt_dump,rkt_ign
2026-03-27 21:21:04.596,0.068,1141,-4,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:04.816,0.289,1142,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:04.881,0.353,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:04.883,0.355,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:04.913,0.385,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:05.041,0.513,1141,-2,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:05.057,0.529,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:05.091,0.563,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:05.106,0.579,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:05.217,0.689,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:05.312,0.785,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:05.424,0.896,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:05.616,1.088,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:05.619,1.091,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:05.680,1.152,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:05.762,1.234,1141,-5,12,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:05.888,1.361,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.016,1.488,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.097,1.569,1142,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.099,1.571,1142,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.208,1.681,1142,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.320,1.792,1141,-6,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.321,1.794,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.322,1.794,110,0,0,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.323,1.795,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.417,1.889,1142,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.465,1.937,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.544,2.016,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.641,2.113,1142,-4,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.720,2.193,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:06.929,2.401,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:07.072,2.544,1142,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:07.136,2.608,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:07.265,2.737,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:07.312,2.784,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:07.425,2.897,1142,-4,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:07.520,2.992,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:07.522,2.994,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:07.616,3.089,1142,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:07.728,3.200,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:07.856,3.328,1144,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:07.968,3.440,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:07.971,3.443,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:08.096,3.568,1142,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:08.208,3.680,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:08.400,3.872,1142,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:08.528,4.000,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:08.640,4.112,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:08.641,4.113,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:08.736,4.208,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:08.848,4.320,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:08.944,4.416,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:09.072,4.544,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:09.184,4.656,1141,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:09.313,4.785,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:09.408,4.881,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:09.472,4.944,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:09.648,5.120,1142,-5,14,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:09.793,5.265,1141,-5,15,0,0,0,0,0,0,0,0,0
2026-03-27 21:21:09.856,5.328,1142,-5,15,0,0,0,0,0,0,0,0,0
