timestamp,elapsed_s,bottle_psi,tank_psi,chamber_psi,loadcell_lbs,gse_fill,gse_relief,gse_dump,rkt_ox,rkt_fuel,rkt_relief,rkt_dump,rkt_ign
2026-04-03 20:11:15.100,0.219,1163,1158,1137,-4.4,0,0,0,0,0,0,0,0
2026-04-03 20:11:15.100,0.219,1161,1159,1140,-4.39,0,0,0,0,0,0,0,0
2026-04-03 20:11:15.101,0.219,1159,1157,1138,-4.35,0,0,0,0,0,0,0,0
2026-04-03 20:11:15.101,0.219,1158,1159,1139,-4.45,0,0,0,0,0,0,0,0
2026-04-03 20:11:15.170,0.289,1163,1158,1139,-4.37,0,0,0,0,0,0,0,0
2026-04-03 20:11:15.282,0.401,1163,1159,1140,-4.4,0,0,0,0,0,0,0,0
2026-04-03 20:11:15.362,0.481,1160,1156,1137,-4.33,0,0,0,0,0,0,0,0
2026-04-03 20:11:15.426,0.545,1160,1155,1136,-4.4,0,0,0,0,0,0,0,0
2026-04-03 20:11:15.506,0.625,1159,1156,1137,-4.4,0,0,0,0,0,0,0,0
2026-04-03 20:11:15.587,0.706,1162,1156,1137,-4.38,0,0,0,0,0,0,0,0
2026-04-03 20:11:15.682,0.801,1160,1156,1137,-4.39,0,0,0,0,0,0,0,0
2026-04-03 20:11:15.778,0.897,1159,1156,1138,-4.53,0,0,0,0,0,0,0,0
2026-04-03 20:11:15.858,0.977,1160,1156,1137,-4.43,0,0,0,0,0,0,0,0
2026-04-03 20:11:15.970,1.089,1160,1156,1136,-4.39,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.050,1.169,1158,1154,1137,-4.37,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.082,1.201,1161,1157,1139,-4.39,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.114,1.233,1160,1156,1137,-4.42,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.194,1.313,1160,1157,1140,-4.46,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.258,1.377,1162,1158,1139,-4.41,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.322,1.441,1159,1158,1140,-4.47,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.434,1.553,1158,1157,1136,-4.43,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.546,1.665,1163,1159,1140,-4.42,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.562,1.680,1161,1158,1138,-4.42,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.626,1.745,1160,1156,1139,-4.45,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.707,1.825,1161,1156,1141,-4.4,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.818,1.937,1158,1158,1138,-4.47,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.947,2.065,1158,1157,1138,-4.39,0,0,0,0,0,0,0,0
2026-04-03 20:11:16.994,2.113,1161,1157,1137,-4.44,0,0,0,0,0,0,0,0
2026-04-03 20:11:17.027,2.145,1159,1157,1138,-4.44,0,0,0,0,0,0,0,0
2026-04-03 20:11:17.091,2.209,1159,1158,1139,-4.35,0,0,0,0,0,0,0,0
2026-04-03 20:11:17.187,2.305,1160,1157,1138,-4.35,0,0,0,0,0,0,0,0
